Order ID,Ship Mode,Customer ID,Segment,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,order_year,order_month,shipping_days,City_freq,State_freq,Sales_per_Item,Discount_Impact
CA-2016-119823,First Class,KD-16270,Consumer,South,Office Supplies,Paper,75.88,2,0.0,35.6636,2016,6,2,163,224,37.94,0.0
CA-2016-106075,Standard Class,HM-14980,Consumer,East,Office Supplies,Binders,4.616,1,0.2,1.731,2016,9,5,915,1128,4.616,0.9232
CA-2017-114440,Second Class,TB-21520,Consumer,Central,Office Supplies,Paper,19.05,3,0.0,8.763,2017,9,3,82,255,6.3500000000000005,0.0
US-2015-134026,Standard Class,JE-15745,Consumer,South,Furniture,Chairs,831.936,8,0.2,-114.3912,2015,4,6,30,183,103.992,166.3872
US-2015-134026,Standard Class,JE-15745,Consumer,South,Furniture,Furnishings,97.04,2,0.2,1.213,2015,4,6,30,183,48.52,19.408
US-2015-134026,Standard Class,JE-15745,Consumer,South,Office Supplies,Storage,72.784,1,0.2,-18.196,2015,4,6,30,183,72.784,14.556800000000003
US-2017-118038,First Class,KB-16600,Corporate,Central,Office Supplies,Binders,1.248,3,0.8,-1.9344,2017,12,2,377,985,0.416,0.9984000000000001
US-2017-118038,First Class,KB-16600,Corporate,Central,Furniture,Furnishings,9.708,3,0.6,-5.8248,2017,12,2,377,985,3.236,5.8248
US-2017-118038,First Class,KB-16600,Corporate,Central,Office Supplies,Storage,27.24,3,0.2,2.724,2017,12,2,377,985,9.08,5.448
US-2014-147606,Second Class,JE-15745,Consumer,Central,Furniture,Furnishings,19.3,5,0.6,-14.475,2014,11,5,377,985,3.8600000000000003,11.58
CA-2016-127208,First Class,SC-20770,Corporate,South,Office Supplies,Appliances,208.16,1,0.0,56.2032,2016,6,3,35,61,208.16,0.0
CA-2016-127208,First Class,SC-20770,Corporate,South,Office Supplies,Binders,16.74,3,0.0,8.0352,2016,6,3,35,61,5.579999999999999,0.0
CA-2014-139451,Standard Class,DN-13690,Consumer,West,Office Supplies,Art,14.9,5,0.0,4.172,2014,10,4,510,2001,2.98,0.0
CA-2014-139451,Standard Class,DN-13690,Consumer,West,Office Supplies,Storage,21.39,1,0.0,6.2031,2014,10,4,510,2001,21.39,0.0
CA-2015-149734,Standard Class,JC-16105,Corporate,South,Office Supplies,Envelopes,200.984,7,0.2,62.8075,2015,9,5,9,249,28.712,40.1968
US-2017-119662,First Class,CS-12400,Home Office,Central,Office Supplies,Storage,230.376,3,0.2,-48.9549,2017,11,3,314,492,76.792,46.0752
CA-2017-140088,Second Class,PO-18865,Consumer,South,Furniture,Chairs,301.96,2,0.0,33.2156,2017,5,2,81,42,150.98,0.0
CA-2017-155558,Standard Class,PG-18895,Consumer,Central,Technology,Accessories,19.99,1,0.0,6.7966,2017,10,7,53,89,19.99,0.0
CA-2017-155558,Standard Class,PG-18895,Consumer,Central,Office Supplies,Labels,6.16,2,0.0,2.9568,2017,10,7,53,89,3.08,0.0
CA-2016-159695,Second Class,GM-14455,Home Office,Central,Office Supplies,Storage,158.368,7,0.2,13.8572,2016,4,5,377,985,22.624,31.6736
CA-2016-109806,Standard Class,JS-15685,Corporate,West,Office Supplies,Art,20.1,3,0.0,6.633,2016,9,5,747,2001,6.7,0.0
CA-2016-109806,Standard Class,JS-15685,Corporate,West,Technology,Phones,73.584,2,0.2,8.2782,2016,9,5,747,2001,36.792,14.716800000000001
CA-2016-109806,Standard Class,JS-15685,Corporate,West,Office Supplies,Paper,6.48,1,0.0,3.1104,2016,9,5,747,2001,6.48,0.0
CA-2015-149587,Second Class,KB-16315,Consumer,Central,Office Supplies,Paper,12.96,2,0.0,6.2208,2015,1,5,23,89,6.48,0.0
CA-2015-149587,Second Class,KB-16315,Consumer,Central,Furniture,Furnishings,53.34,3,0.0,16.5354,2015,1,5,23,89,17.78,0.0
CA-2015-149587,Second Class,KB-16315,Consumer,Central,Office Supplies,Binders,32.96,2,0.0,16.1504,2015,1,5,23,89,16.48,0.0
US-2017-109484,Standard Class,RB-19705,Home Office,West,Office Supplies,Binders,5.682,1,0.7,-3.788,2017,11,6,24,124,5.682,3.9774
CA-2017-161018,Second Class,PN-18775,Home Office,East,Furniture,Furnishings,96.53,7,0.0,40.5426,2017,11,2,915,1128,13.790000000000001,0.0
CA-2017-157833,First Class,KD-16345,Consumer,West,Office Supplies,Binders,51.312,3,0.2,17.9592,2017,6,3,510,2001,17.104,10.2624
CA-2016-149223,Standard Class,ER-13855,Corporate,Central,Office Supplies,Appliances,77.88,6,0.0,22.5852,2016,9,5,2,89,12.979999999999999,0.0
CA-2016-158568,Standard Class,RB-19465,Home Office,Central,Office Supplies,Paper,64.624,7,0.2,22.6184,2016,8,4,314,492,9.232,12.9248
CA-2016-158568,Standard Class,RB-19465,Home Office,Central,Technology,Accessories,95.976,3,0.2,-10.7973,2016,8,4,314,492,31.992,19.1952
CA-2016-158568,Standard Class,RB-19465,Home Office,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,2016,8,4,314,492,0.596,1.4304000000000001
CA-2016-129903,Second Class,GZ-14470,Consumer,Central,Office Supplies,Paper,23.92,4,0.0,11.7208,2016,12,3,53,89,5.98,0.0
US-2015-156867,Standard Class,LC-16870,Consumer,West,Technology,Accessories,238.896,6,0.2,-26.8758,2015,11,4,68,182,39.815999999999995,47.7792
US-2015-156867,Standard Class,LC-16870,Consumer,West,Furniture,Furnishings,102.36,3,0.2,-3.8385,2015,11,4,68,182,34.12,20.472
US-2015-156867,Standard Class,LC-16870,Consumer,West,Office Supplies,Binders,36.882,3,0.7,-25.8174,2015,11,4,68,182,12.293999999999999,25.817399999999996
CA-2017-119004,Standard Class,JM-15250,Consumer,South,Technology,Accessories,74.112,8,0.2,17.6016,2017,11,5,52,249,9.264,14.8224
CA-2017-119004,Standard Class,JM-15250,Consumer,South,Technology,Phones,27.992,1,0.2,2.0994,2017,11,5,52,249,27.992,5.598400000000001
CA-2017-119004,Standard Class,JM-15250,Consumer,South,Office Supplies,Art,3.304,1,0.2,1.0738,2017,11,5,52,249,3.304,0.6608
CA-2015-129476,Standard Class,PA-19060,Home Office,Central,Technology,Accessories,339.96,5,0.2,67.992,2015,10,5,1,492,67.99199999999999,67.992
CA-2017-146780,Standard Class,CV-12805,Corporate,East,Furniture,Furnishings,41.96,2,0.0,10.9096,2017,12,5,915,1128,20.98,0.0
CA-2016-128867,Standard Class,CL-12565,Consumer,Central,Office Supplies,Art,75.96,2,0.0,22.788,2016,11,7,3,30,37.98,0.0
CA-2016-128867,Standard Class,CL-12565,Consumer,Central,Office Supplies,Binders,27.24,6,0.0,13.3476,2016,11,7,3,30,4.54,0.0
CA-2014-115259,Second Class,RC-19960,Consumer,East,Office Supplies,Fasteners,40.096,14,0.2,14.5348,2014,8,2,222,469,2.864,8.0192
CA-2014-115259,Second Class,RC-19960,Consumer,East,Office Supplies,Envelopes,4.72,2,0.2,1.652,2014,8,2,222,469,2.36,0.944
CA-2014-115259,Second Class,RC-19960,Consumer,East,Office Supplies,Paper,23.976,3,0.2,7.4925,2014,8,2,222,469,7.992,4.7952
CA-2014-115259,Second Class,RC-19960,Consumer,East,Office Supplies,Envelopes,130.464,6,0.2,44.0316,2014,8,2,222,469,21.744,26.0928
CA-2015-110457,Standard Class,DK-13090,Consumer,West,Furniture,Tables,787.53,3,0.0,165.3813,2015,3,4,428,506,262.51,0.0
US-2015-136476,Standard Class,GG-14650,Corporate,South,Office Supplies,Binders,157.794,1,0.7,-115.7156,2015,4,5,13,183,157.794,110.4558
CA-2016-103730,First Class,SC-20725,Consumer,East,Furniture,Furnishings,47.04,3,0.0,18.3456,2016,6,3,36,96,15.68,0.0
CA-2016-103730,First Class,SC-20725,Consumer,East,Office Supplies,Binders,30.84,4,0.0,13.878,2016,6,3,36,96,7.71,0.0
CA-2016-103730,First Class,SC-20725,Consumer,East,Office Supplies,Storage,226.56,6,0.0,63.4368,2016,6,3,36,96,37.76,0.0
CA-2016-103730,First Class,SC-20725,Consumer,East,Office Supplies,Envelopes,115.02,9,0.0,51.759,2016,6,3,36,96,12.78,0.0
CA-2016-103730,First Class,SC-20725,Consumer,East,Technology,Phones,68.04,7,0.0,19.7316,2016,6,3,36,96,9.72,0.0
US-2014-152030,Second Class,AD-10180,Home Office,Central,Furniture,Chairs,600.558,3,0.3,-8.5794,2014,12,2,377,985,200.186,180.1674
US-2014-134614,Standard Class,PF-19165,Consumer,Central,Furniture,Tables,617.7,6,0.5,-407.682,2014,9,5,15,492,102.95,308.85
US-2017-107272,Standard Class,TS-21610,Consumer,West,Office Supplies,Binders,2.388,2,0.7,-1.8308,2017,11,7,63,224,1.194,1.6715999999999998
US-2017-107272,Standard Class,TS-21610,Consumer,West,Office Supplies,Storage,243.992,7,0.2,30.499,2017,11,7,63,224,34.856,48.7984
US-2016-125969,Second Class,LS-16975,Home Office,West,Furniture,Chairs,81.424,2,0.2,-9.1602,2016,11,4,747,2001,40.712,16.2848
US-2016-125969,Second Class,LS-16975,Home Office,West,Furniture,Furnishings,238.56,3,0.0,26.2416,2016,11,4,747,2001,79.52,0.0
US-2017-164147,First Class,DW-13585,Corporate,East,Technology,Phones,59.97,5,0.4,-11.994,2017,2,3,222,469,11.994,23.988
US-2017-164147,First Class,DW-13585,Corporate,East,Office Supplies,Paper,78.304,2,0.2,29.364,2017,2,3,222,469,39.152,15.660800000000002
US-2017-164147,First Class,DW-13585,Corporate,East,Office Supplies,Fasteners,21.456,9,0.2,6.9732,2017,2,3,222,469,2.384,4.2912
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Paper,20.04,3,0.0,9.6192,2016,10,6,26,2001,6.68,0.0
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Paper,35.44,1,0.0,16.6568,2016,10,6,26,2001,35.44,0.0
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Art,11.52,4,0.0,3.456,2016,10,6,26,2001,2.88,0.0
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Fasteners,4.02,2,0.0,1.9698,2016,10,6,26,2001,2.01,0.0
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Binders,76.176,3,0.2,26.6616,2016,10,6,26,2001,25.392,15.2352
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Office Supplies,Supplies,65.88,6,0.0,18.4464,2016,10,6,26,2001,10.979999999999999,0.0
CA-2016-145583,Standard Class,LC-16885,Consumer,West,Furniture,Furnishings,43.12,14,0.0,20.6976,2016,10,6,26,2001,3.0799999999999996,0.0
CA-2016-110366,Second Class,JD-15895,Corporate,East,Furniture,Furnishings,82.8,2,0.2,10.35,2016,9,2,537,587,41.4,16.56
CA-2017-106180,Standard Class,SH-19975,Corporate,West,Office Supplies,Art,8.82,3,0.0,2.3814,2017,9,5,510,2001,2.94,0.0
CA-2017-106180,Standard Class,SH-19975,Corporate,West,Office Supplies,Envelopes,10.86,3,0.0,5.1042,2017,9,5,510,2001,3.6199999999999997,0.0
CA-2017-106180,Standard Class,SH-19975,Corporate,West,Office Supplies,Paper,143.7,3,0.0,68.976,2017,9,5,510,2001,47.9,0.0
CA-2017-155376,Standard Class,SG-20080,Consumer,Central,Office Supplies,Appliances,839.43,3,0.0,218.2518,2017,12,5,2,66,279.81,0.0
CA-2015-110744,Standard Class,HA-14920,Consumer,West,Office Supplies,Storage,671.93,7,0.0,20.1579,2015,9,5,42,2001,95.99,0.0
CA-2014-110072,Standard Class,MG-17680,Home Office,East,Furniture,Furnishings,93.888,4,0.2,12.9096,2014,10,6,95,469,23.472,18.777600000000003
CA-2016-114489,Standard Class,JE-16165,Corporate,Central,Technology,Phones,384.45,11,0.0,103.8015,2016,12,4,37,110,34.949999999999996,0.0
CA-2016-114489,Standard Class,JE-16165,Corporate,Central,Technology,Phones,149.97,3,0.0,5.9988,2016,12,4,37,110,49.99,0.0
CA-2016-114489,Standard Class,JE-16165,Corporate,Central,Furniture,Chairs,1951.84,8,0.0,585.552,2016,12,4,37,110,243.98,0.0
CA-2016-114489,Standard Class,JE-16165,Corporate,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,2016,12,4,37,110,34.31,0.0
CA-2016-158834,First Class,TW-21025,Home Office,West,Office Supplies,Appliances,157.92,5,0.2,17.766,2016,3,3,12,224,31.583999999999996,31.584
CA-2016-158834,First Class,TW-21025,Home Office,West,Technology,Phones,203.184,2,0.2,15.2388,2016,3,3,12,224,101.592,40.6368
CA-2015-124919,First Class,SP-20650,Corporate,West,Office Supplies,Paper,58.38,7,0.0,26.271,2015,5,2,42,2001,8.34,0.0
CA-2015-124919,First Class,SP-20650,Corporate,West,Office Supplies,Paper,105.52,4,0.0,48.5392,2015,5,2,42,2001,26.38,0.0
CA-2015-124919,First Class,SP-20650,Corporate,West,Office Supplies,Storage,80.88,6,0.0,21.0288,2015,5,2,42,2001,13.479999999999999,0.0
CA-2015-118948,Standard Class,NK-18490,Home Office,West,Office Supplies,Art,6.63,3,0.0,1.7901,2015,5,6,428,506,2.21,0.0
CA-2014-104269,Second Class,DB-13060,Consumer,West,Furniture,Chairs,457.568,2,0.2,51.4764,2014,3,5,428,506,228.784,91.5136
CA-2016-114104,Standard Class,NP-18670,Consumer,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,2016,11,4,2,66,7.31,0.0
CA-2016-114104,Standard Class,NP-18670,Consumer,Central,Technology,Phones,944.93,7,0.0,236.2325,2016,11,4,2,66,134.98999999999998,0.0
CA-2016-162733,First Class,TT-21070,Consumer,West,Office Supplies,Paper,5.98,1,0.0,2.691,2016,5,1,747,2001,5.98,0.0
CA-2015-119697,Second Class,EM-13960,Consumer,East,Technology,Accessories,54.384,2,0.2,1.3596,2015,12,3,537,587,27.192,10.876800000000001
CA-2016-154508,Standard Class,RD-19900,Consumer,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,2016,11,4,11,37,5.68,0.0
CA-2016-113817,Standard Class,MJ-17740,Consumer,West,Office Supplies,Binders,27.68,2,0.2,9.688,2016,11,4,428,506,13.84,5.5360000000000005
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Office Supplies,Art,9.936,3,0.2,2.7324,2014,9,4,59,985,3.312,1.9872
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Technology,Machines,8159.952,8,0.4,-1359.992,2014,9,4,59,985,1019.994,3263.9808000000003
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,2014,9,4,59,985,91.976,55.1856
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,2014,9,4,59,985,193.34,522.0179999999999
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Office Supplies,Art,32.064,6,0.2,6.8136,2014,9,4,59,985,5.344,6.412800000000001
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,2014,9,4,59,985,35.596,142.384
CA-2014-139892,Standard Class,BM-11140,Consumer,Central,Technology,Phones,143.976,3,0.2,8.9985,2014,9,4,59,985,47.992,28.7952
CA-2014-118962,Standard Class,CS-12130,Consumer,West,Office Supplies,Paper,20.94,3,0.0,9.8418,2014,8,4,747,2001,6.98,0.0
CA-2014-118962,Standard Class,CS-12130,Consumer,West,Office Supplies,Paper,110.96,2,0.0,53.2608,2014,8,4,747,2001,55.48,0.0
CA-2014-118962,Standard Class,CS-12130,Consumer,West,Furniture,Chairs,340.144,7,0.2,21.259,2014,8,4,747,2001,48.592,68.0288
US-2014-100853,Standard Class,JB-15400,Corporate,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,2014,9,5,314,492,26.224,41.958400000000005
US-2014-100853,Standard Class,JB-15400,Corporate,Central,Office Supplies,Labels,20.16,4,0.2,6.552,2014,9,5,314,492,5.04,4.032
US-2017-152366,Second Class,SJ-20500,Consumer,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,2017,4,4,377,985,24.316,77.8112
US-2015-101511,Second Class,JE-15745,Consumer,East,Furniture,Chairs,396.802,7,0.3,-11.3372,2015,11,2,95,469,56.686,119.0406
US-2015-101511,Second Class,JE-15745,Consumer,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,2015,11,2,95,469,3.176,3.176
CA-2015-137225,Standard Class,JK-15640,Home Office,East,Office Supplies,Art,3.28,1,0.0,1.4104,2015,12,4,915,1128,3.28,0.0
CA-2014-166191,Second Class,DK-13150,Corporate,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,2014,12,4,35,492,12.408,4.9632000000000005
CA-2014-166191,Second Class,DK-13150,Corporate,Central,Technology,Accessories,408.744,7,0.2,76.6395,2014,12,4,35,492,58.392,81.74880000000002
CA-2014-158274,Second Class,RM-19675,Home Office,South,Technology,Phones,503.96,4,0.0,131.0296,2014,11,5,21,42,125.99,0.0
CA-2014-158274,Second Class,RM-19675,Home Office,South,Technology,Phones,149.95,5,0.0,41.986,2014,11,5,21,42,29.99,0.0
CA-2014-158274,Second Class,RM-19675,Home Office,South,Technology,Accessories,29.0,2,0.0,7.25,2014,11,5,21,42,14.5,0.0
CA-2016-105018,Standard Class,SK-19990,Consumer,East,Office Supplies,Binders,7.16,2,0.0,3.4368,2016,11,4,45,82,3.58,0.0
